"cwsac_id","belligerent","str_mean","cas_kwm_mean","str_var","cas_k_mean","cas_w_mean","cas_m_mean","cas_kw_mean","cas_km_mean","cas_wm_mean","str_mean_cwsac","str_var_cwsac","description","cas_k_var","cas_w_var","cas_m_var","cas_kw_var","cas_km_var","cas_wm_var","cas_kwm_var"
"VA058","Confederate",NA,400,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"unknown",NA,NA,NA,NA,NA,NA,419.458
"VA058","US",NA,344,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"unknown",NA,NA,NA,NA,NA,NA,0.0833333
"VA059","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,2000,33585,"2,000",NA,NA,NA,NA,NA,NA,NA
"VA059","US",NA,90,NA,NA,NA,NA,NA,NA,NA,2310.07,502436,"unknown",NA,NA,NA,NA,NA,NA,5.58333
"VA062","Confederate",62000,5000,33585,NA,NA,NA,NA,NA,NA,62000,33585,"62,000",NA,NA,NA,NA,NA,NA,33585
"VA062","US",108000,13000,33585,NA,NA,NA,NA,NA,NA,108000,33585,"108,000",NA,NA,NA,NA,NA,NA,33585
"VA063","Confederate",42000,4700,33585,NA,NA,NA,NA,NA,NA,42000,33585,"42,000",NA,NA,NA,NA,NA,NA,419.458
"VA063","US",62000,2974,33585,NA,NA,NA,NA,NA,NA,62000,33585,"62,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA064","Confederate",NA,200,NA,NA,NA,NA,NA,NA,NA,14000,33585,"approximately 14,000",NA,NA,NA,NA,NA,NA,419.458
"VA064","US",NA,700,NA,NA,NA,NA,NA,NA,NA,16643,0.0833333,"16,643",NA,NA,NA,NA,NA,NA,419.458
"VA065","Confederate",NA,572,NA,NA,NA,NA,NA,NA,NA,8000,33585,"8,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA065","US",NA,2962,NA,NA,NA,NA,NA,NA,NA,27000,33585,"27,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA066","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"unknown",NA,NA,NA,NA,NA,NA,NA
"VA066","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"unknown",NA,NA,NA,NA,NA,NA,NA
"VA067","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,33585,"5,000",NA,NA,NA,NA,NA,NA,NA
"VA067","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,33585,"4,000",NA,NA,NA,NA,NA,NA,NA
"VA068","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,7000,33585,"7,000",NA,NA,NA,NA,NA,NA,NA
"VA068","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,33585,"4,000",NA,NA,NA,NA,NA,NA,NA
"VA069","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,16500,419.458,"16,500",NA,NA,NA,NA,NA,NA,NA
"VA069","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,18461.6,4.11136e+07,"unknown",NA,NA,NA,NA,NA,NA,NA
"VA070","Confederate",NA,1491,NA,NA,NA,NA,NA,NA,NA,6100,419.458,"Maj. General William Mahone’s Division, approximately 6,100",NA,NA,NA,NA,NA,NA,0.0833333
"VA070","US",NA,3798,NA,NA,NA,NA,NA,NA,NA,8500,419.458,"IX Corps, approximately 8,500",NA,NA,NA,NA,NA,NA,0.0833333
"VA071","Confederate",NA,1300,NA,NA,NA,NA,NA,NA,NA,20000,2.80017e+06,"approximately 20,000",NA,NA,NA,NA,NA,NA,419.458
"VA071","US",NA,2900,NA,NA,NA,NA,NA,NA,NA,30000,2.80017e+06,"approximately 30,000",NA,NA,NA,NA,NA,NA,419.458
"VA072","Confederate",NA,1600,NA,NA,NA,NA,NA,NA,NA,14000,33585,"14,000",NA,NA,NA,NA,NA,NA,419.458
"VA072","US",NA,4455,NA,NA,NA,NA,NA,NA,NA,20089,0.0833333,"20,089",NA,NA,NA,NA,NA,NA,0.0833333
"VA073","Confederate",NA,814,NA,NA,NA,NA,NA,NA,NA,14000,33585,"14,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA073","US",NA,2742,NA,NA,NA,NA,NA,NA,NA,9000,33585,"9,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA074","Confederate",NA,1300,NA,NA,NA,NA,NA,NA,NA,12000,33585,"12,000",NA,NA,NA,NA,NA,NA,419.458
"VA074","US",NA,2869,NA,NA,NA,NA,NA,NA,NA,29800,419.458,"29,800",NA,NA,NA,NA,NA,NA,0.0833333
"VA075","Confederate",NA,1700,NA,NA,NA,NA,NA,NA,NA,14500,419.458,"14,500",NA,NA,NA,NA,NA,NA,419.458
"VA075","US",NA,3300,NA,NA,NA,NA,NA,NA,NA,25000,33585,"25,000",NA,NA,NA,NA,NA,NA,419.458
"VA076","Confederate",NA,108,NA,NA,NA,NA,NA,NA,NA,300,419.458,"Confederate Home Guard, 300",NA,NA,NA,NA,NA,NA,0.0833333
"VA076","US",NA,350,NA,NA,NA,NA,NA,NA,NA,5000,33585,"Brigade 5,000",NA,NA,NA,NA,NA,NA,5.58333
"VA077","Confederate",NA,700,NA,NA,NA,NA,NA,NA,NA,25289,8.07878e+07,"unknown",NA,NA,NA,NA,NA,NA,419.458
"VA077","US",NA,458,NA,NA,NA,NA,NA,NA,NA,18461.6,4.11136e+07,"unknown",NA,NA,NA,NA,NA,NA,0.0833333
"VA078","Confederate",NA,50,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"unknown",NA,NA,NA,NA,NA,NA,5.58333
"VA078","US",NA,437,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"unknown",NA,NA,NA,NA,NA,NA,0.0833333
"VA079","Confederate",NA,1300,NA,NA,NA,NA,NA,NA,NA,11691,0.0833333,"11,691",NA,NA,NA,NA,NA,NA,419.458
"VA079","US",NA,1758,NA,NA,NA,NA,NA,NA,NA,30000,2.80017e+06,"30,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA080","Confederate",NA,100,NA,NA,NA,NA,NA,NA,NA,25289,8.07878e+07,"unknown",NA,NA,NA,NA,NA,NA,419.458
"VA080","US",NA,1603,NA,NA,NA,NA,NA,NA,NA,18461.6,4.11136e+07,"unknown",NA,NA,NA,NA,NA,NA,0.0833333
"VA081","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"",NA,NA,NA,NA,NA,NA,NA
"VA081","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"",NA,NA,NA,NA,NA,NA,NA
"VA082","Confederate",NA,0,NA,NA,NA,NA,NA,NA,NA,2800,419.458,"2,800",NA,NA,NA,NA,NA,NA,0.0833333
"VA082","US",NA,0,NA,NA,NA,NA,NA,NA,NA,4500,419.458,"4,500",NA,NA,NA,NA,NA,NA,0.0833333
"VA083","Confederate",13835,1000,0.0833333,NA,NA,NA,NA,NA,NA,13835,0.0833333,"13,835",NA,NA,NA,NA,NA,NA,33585
"VA083","US",34517,1539,0.0833333,NA,NA,NA,NA,NA,NA,34517,0.0833333,"34,517",NA,NA,NA,NA,NA,NA,0.0833333
"VA084","Confederate",NA,2681,NA,NA,NA,NA,NA,NA,NA,10000,2.80017e+06,"10,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA084","US",NA,1017,NA,NA,NA,NA,NA,NA,NA,149898,0.0833333,"14,898",NA,NA,NA,NA,NA,NA,0.0833333
"VA085","Confederate",NA,371,NA,NA,NA,NA,NA,NA,NA,8000,33585,"8,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA085","US",NA,381,NA,NA,NA,NA,NA,NA,NA,17000,33585,"17,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA086","Confederate",NA,760,NA,NA,NA,NA,NA,NA,NA,20030,5.58333,"20,030",NA,NA,NA,NA,NA,NA,5.58333
"VA086","US",NA,354,NA,NA,NA,NA,NA,NA,NA,45247,0.0833333,"45,247",NA,NA,NA,NA,NA,NA,0.0833333
"VA087","Confederate",NA,1235,NA,NA,NA,NA,NA,NA,NA,8000,33585,"8,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA087","US",NA,1781,NA,NA,NA,NA,NA,NA,NA,22000,33585,"22,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA088","Confederate",NA,3000,NA,NA,NA,NA,NA,NA,NA,10600,419.458,"10,600",NA,NA,NA,NA,NA,NA,33585
"VA088","US",NA,830,NA,NA,NA,NA,NA,NA,NA,22000,33585,"22,000",NA,NA,NA,NA,NA,NA,5.58333
"VA089","Confederate",NA,4852,NA,NA,NA,NA,NA,NA,NA,58400,419.458,"58,400",NA,NA,NA,NA,NA,NA,0.0833333
"VA089","US",NA,3894,NA,NA,NA,NA,NA,NA,NA,76113,0.0833333,"76,113",NA,NA,NA,NA,NA,NA,0.0833333
"VA090","Confederate",NA,600,NA,NA,NA,NA,NA,NA,NA,3000,33585,"3,000",NA,NA,NA,NA,NA,NA,419.458
"VA090","US",NA,366,NA,NA,NA,NA,NA,NA,NA,1500,419.458,"1,500",NA,NA,NA,NA,NA,NA,0.0833333
"VA091","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,332,0.0833333,"332",NA,NA,NA,NA,NA,NA,NA
"VA091","US",NA,158,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"unknown",NA,NA,NA,NA,NA,NA,0.0833333
"VA092","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,6800,419.458,"6,800",NA,NA,NA,NA,NA,NA,NA
"VA092","US",NA,66,NA,NA,NA,NA,NA,NA,NA,7500,419.458,"7,500",NA,NA,NA,NA,NA,NA,0.0833333
"VA093","Confederate",NA,7700,NA,NA,NA,NA,NA,NA,NA,16900,419.458,"16,900",NA,NA,NA,NA,NA,NA,419.458
"VA093","US",NA,1148,NA,NA,NA,NA,NA,NA,NA,36500,419.458,"36,500",NA,NA,NA,NA,NA,NA,0.0833333
"VA094","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,33585,"4,000",NA,NA,NA,NA,NA,NA,NA
"VA094","US",NA,571,NA,NA,NA,NA,NA,NA,NA,8600,419.458,"8,600",NA,NA,NA,NA,NA,NA,0.0833333
"VA095","Confederate",NA,100,NA,NA,NA,NA,NA,NA,NA,1200,419.458,"1,200",NA,NA,NA,NA,NA,NA,419.458
"VA095","US",NA,847,NA,NA,NA,NA,NA,NA,NA,900,419.458,"900",NA,NA,NA,NA,NA,NA,0.0833333
"VA096","Confederate",NA,1000,NA,NA,NA,NA,NA,NA,NA,3000,33585,"Artillery Train, approximately 3,000",NA,NA,NA,NA,NA,NA,33585
"VA096","US",NA,48,NA,NA,NA,NA,NA,NA,NA,4000,33585,"3rd US Cavalry Division, approximately 4,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA097","Confederate",NA,28305,NA,NA,NA,27805,500,NA,NA,9000,33585,"9,000",NA,NA,0.0833333,419.458,NA,NA,419.542
"VA097","US",NA,167,NA,NA,NA,NA,NA,NA,NA,21000,33585,"21,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA098","Confederate",2500,NA,419.458,NA,NA,NA,NA,NA,NA,2500,419.458,"2,500",NA,NA,NA,NA,NA,NA,NA
"VA098","US",4500,NA,419.458,NA,NA,NA,NA,NA,NA,4500,419.458,"4,500",NA,NA,NA,NA,NA,NA,NA
"VA099","Confederate",NA,1071,NA,NA,NA,NA,NA,NA,NA,6400,419.458,"6,400",NA,NA,NA,NA,NA,NA,0.0833333
"VA099","US",NA,1007,NA,NA,NA,NA,NA,NA,NA,9300,419.458,"9,300",NA,NA,NA,NA,NA,NA,0.0833333
"VA100","Confederate",NA,0,NA,NA,NA,NA,NA,NA,NA,50,5.58333,"Battery Garrison, approximately 50",NA,NA,NA,NA,NA,NA,0.0833333
"VA100","US",NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Gunboats, 2",NA,NA,NA,NA,NA,NA,0.0833333
"VA101","Confederate",3700,718,3333.33,80,375,263,455,NA,638,3800,419.458,"3,800",5.58333,0.0833333,0.0833333,5.66667,NA,0.166667,5.75
"VA101","US",8750,590,20833.3,118,450,22,568,NA,472,8500,419.458,"8,500",0.0833333,5.58333,0.0833333,5.66667,NA,5.66667,5.75
"VA102","Confederate",6000,NA,0,NA,NA,NA,NA,NA,NA,6000,33585,"6,000",NA,NA,NA,NA,NA,NA,NA
"VA102","US",6500,NA,0,NA,NA,NA,NA,NA,NA,6500,419.458,"6,500",NA,NA,NA,NA,NA,NA,NA
"VA103","Confederate",3000,NA,0,NA,NA,NA,NA,NA,NA,3000,33585,"Brigade, 3,000",NA,NA,NA,NA,NA,NA,NA
"VA103","US",1063,154,0,32,122,0,154,NA,122,1063,0.0833333,"Garrison, 1,063",0.0833333,0.0833333,0.0833333,0.166667,NA,0.166667,0.25
"VA104","Confederate",16000,400,0,68,329,3,397,NA,332,16000,33585,"16,000",0.0833333,0.0833333,0.0833333,0.166667,NA,0.166667,0.25
"VA104","US",6500,2019,0,62,243,1714,305,NA,1957,6500,419.458,"6,500",0.0833333,0.0833333,0.0833333,0.166667,NA,0.166667,0.25
"VA105","Confederate",8500,287,0,42,230,15,272,NA,245,5800,419.458,"Division, 5,800",0.0833333,5.58333,0.0833333,5.66667,NA,5.66667,5.75
"VA105","US",11500,684,0,114,443,127,557,NA,570,11500,419.458,"Army, 11,500",0.0833333,0.0833333,0.0833333,0.166667,NA,0.166667,0.25
"VA106","Confederate",6000,657,0,88,535,34,623,NA,569,6000,33585,"6,000",0.0833333,0.0833333,0.0833333,0.166667,NA,0.166667,0.25
"VA106","US",3500,1002,0,67,361,574,428,NA,935,3500,419.458,"3,500",0.0833333,0.0833333,0.0833333,0.166667,NA,0.166667,0.25
"VA107","Confederate",12500,269,0,47,219,3,266,NA,222,12500,419.458,"II Corps, 12,500",0.0833333,0.0833333,0.0833333,0.166667,NA,0.166667,0.25
"VA107","US",7000,4443,0,95,373,3975,468,NA,4348,7000,33585,"Garrison, 7,000",0.0833333,0.0833333,0.0833333,0.166667,NA,0.166667,0.25
"VA108","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"unknown",NA,NA,NA,NA,NA,NA,NA
"VA108","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"unknown",NA,NA,NA,NA,NA,NA,NA
"VA109","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,4000,33585,"4,000",NA,NA,NA,NA,NA,NA,NA
"VA109","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,2500,419.458,"2,500",NA,NA,NA,NA,NA,NA,NA
"VA110","Confederate",4087,540,0,50,480,10,530,NA,490,4090,5.58333,"4,090",5.58333,5.58333,5.58333,11.1667,NA,11.1667,16.75
"VA110","US",6275,841,0,96,520,225,616,NA,745,6275,0.0833333,"6,275",0.0833333,5.58333,0.0833333,5.66667,NA,5.66667,5.75
"VA111","Confederate",5500,1500,0,100,500,900,600,NA,1400,5500,419.458,"5,500",419.458,419.458,419.458,838.917,NA,838.917,1258.38
"VA111","US",8500,875,0,150,650,75,800,NA,725,8500,419.458,"8,500",5.58333,5.58333,0.0833333,11.1667,NA,5.66667,11.25
"VA113","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,4100,419.458,"4,100",NA,NA,NA,NA,NA,NA,NA
"VA113","US",NA,NA,NA,NA,NA,NA,NA,NA,NA,5500,419.458,"5,500",NA,NA,NA,NA,NA,NA,NA
"VA114","Confederate",8000,397,0,80,300,17,380,NA,317,8000,33585,"8,000",5.58333,419.458,0.0833333,425.042,NA,419.542,425.125
"VA114","US",5000,422,0,65,301,56,366,NA,357,5000,33585,"5,000",0.0833333,0.0833333,0.0833333,0.166667,NA,0.166667,0.25
"VA115","Confederate",NA,500,NA,NA,NA,NA,NA,NA,NA,3300,419.458,"approximately 3,300",NA,NA,NA,NA,NA,NA,419.458
"VA115","US",NA,242,NA,NA,NA,NA,NA,NA,NA,2350,5.58333,"approximately 2,350",NA,NA,NA,NA,NA,NA,0.0833333
"VA116","Confederate",13000,600,0,100,500,0,600,NA,500,14000,33585,"Corp, 14,000",419.458,419.458,0.0833333,838.917,NA,419.542,839
"VA116","US",10000,1200,0,120,600,480,720,NA,1080,9500,419.458,"Divisions 9,500",5.58333,419.458,5.58333,425.042,NA,425.042,430.625
"VA117","Confederate",NA,480,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"unknown",NA,NA,NA,NA,NA,NA,5.58333
"VA117","US",NA,71,NA,NA,NA,NA,NA,NA,NA,6310.49,4.38188e+06,"unknown",NA,NA,NA,NA,NA,NA,0.0833333
"VA118","Confederate",NA,195,NA,NA,NA,NA,NA,NA,NA,25289,8.07878e+07,"unknown",NA,NA,NA,NA,NA,NA,0.0833333
"VA118","US",NA,312,NA,NA,NA,NA,NA,NA,NA,18461.6,4.11136e+07,"unknown",NA,NA,NA,NA,NA,NA,0.0833333
"VA119","Confederate",15200,3611,0,226,1567,1818,1793,NA,3385,15200,419.458,"15,200",0.0833333,0.0833333,0.0833333,0.166667,NA,0.166667,0.25
"VA119","US",39236,5018,0,697,3983,338,4680,NA,4321,39240,5.58333,"39,240",0.0833333,0.0833333,0.0833333,0.166667,NA,0.166667,0.25
"VA120","Confederate",9500,1235,0,30,210,995,240,NA,1205,12000,33585,"12,000",5.58333,5.58333,0.0833333,11.1667,NA,5.66667,11.25
"VA120","US",29444,528,0,52,457,19,509,NA,476,20000,2.80017e+06,"20,000",0.0833333,0.0833333,0.0833333,0.166667,NA,0.166667,0.25
"VA121","Confederate",3500,350,0,20,50,280,70,NA,330,3500,419.458,"3,500",5.58333,5.58333,5.58333,11.1667,NA,11.1667,16.75
"VA121","US",6300,57,0,10,47,0,57,NA,47,6300,419.458,"6,300",5.58333,0.0833333,0.0833333,5.66667,NA,0.166667,5.75
"VA122","Confederate",15265,2910,0,320,1540,1050,1860,NA,2590,21000,33585,"21,000",5.58333,5.58333,5.58333,11.1667,NA,11.1667,16.75
"VA122","US",31944,5665,0,644,3430,1591,4074,NA,5021,31945,0.0833333,"31,945",0.0833333,5.58333,0.0833333,5.66667,NA,5.66667,5.75
"VA123","Confederate",1600,1600,419.458,NA,NA,NA,NA,NA,NA,1600,419.458,"1,600",NA,NA,NA,NA,NA,NA,419.458
"VA123","US",2500,30,419.458,NA,NA,NA,NA,NA,NA,2500,419.458,"2,500",NA,NA,NA,NA,NA,NA,5.58333
"VA124","Confederate",NA,NA,NA,NA,NA,NA,NA,NA,NA,700,419.458,"700",NA,NA,NA,NA,NA,NA,NA
"VA124","US",NA,81,NA,NA,NA,NA,NA,NA,NA,1000,33585,"1,000",NA,NA,NA,NA,NA,NA,0.0833333
"VA125","Confederate",NA,0,NA,NA,NA,NA,NA,NA,NA,2231.39,533930,"unknown",NA,NA,NA,NA,NA,NA,0.0833333
"VA125","US",NA,100,NA,NA,NA,NA,NA,NA,NA,4000,33585,"4,000",NA,NA,NA,NA,NA,NA,419.458
"WV001","Confederate",NA,6,NA,NA,NA,NA,NA,NA,NA,800,419.458,"Recruits (approx. 800 men)",NA,NA,NA,NA,NA,NA,0.0833333
"WV001","US",NA,5,NA,NA,NA,NA,NA,NA,NA,3000,33585,"Indiana, Ohio, and Virginia Volunteers (approx. 3,000 men)",NA,NA,NA,NA,NA,NA,0.0833333
"WV002","Confederate",NA,25,NA,NA,NA,NA,NA,NA,NA,2231.39,533930,"1st Brigade",NA,NA,NA,NA,NA,NA,0.0833333
"WV002","US",NA,73,NA,NA,NA,NA,NA,NA,NA,4620.14,1.00487e+06,"1st Brigade and 6th Brigade, Patterson's Division",NA,NA,NA,NA,NA,NA,0.0833333
"WV003","Confederate",NA,88,NA,NA,NA,NA,NA,NA,NA,1300,419.458,"Camp Garnett Garrison and associated regiments (approx. 1,300 men)",NA,NA,NA,NA,NA,NA,0.0833333
"WV003","US",NA,74,NA,NA,NA,NA,NA,NA,NA,4900,419.458,"Department of the Ohio, force at Roaring Creek (approx. 3,000 men) and force at Hart Farm (approx. 1,900 men)",NA,NA,NA,NA,NA,NA,0.0833333
"WV004","Confederate",NA,40,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Confederate forces in the Kanawha Valley",NA,NA,NA,NA,NA,NA,5.58333
"WV004","US",NA,132,NA,NA,NA,NA,NA,NA,NA,477.5,9918.75,"7th Ohio Regiment",NA,NA,NA,NA,NA,NA,0.0833333
"WV005","Confederate",NA,100,NA,NA,NA,NA,NA,NA,NA,79159.5,7.77632e+08,"Army of the Northwest",NA,NA,NA,NA,NA,NA,419.458
"WV005","US",NA,71,NA,NA,NA,NA,NA,NA,NA,2310.07,502436,"1st Brigade, Army of Occupation, Western Virginia",NA,NA,NA,NA,NA,NA,0.0833333
"WV006","Confederate",NA,32,NA,NA,NA,NA,NA,NA,NA,79159.5,7.77632e+08,"Army of the Kanawha",NA,NA,NA,NA,NA,NA,0.0833333
"WV006","US",NA,158,NA,NA,NA,NA,NA,NA,NA,54876.1,3.94571e+08,"Army of Occupation in Western Virginia",NA,NA,NA,NA,NA,NA,0.0833333
"WV007","Confederate",NA,52,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Camp Bartow Garrison",NA,NA,NA,NA,NA,NA,0.0833333
"WV007","US",NA,43,NA,NA,NA,NA,NA,NA,NA,2310.07,502436,"1st Brigade, Army of Occupation, Western Virginia",NA,NA,NA,NA,NA,NA,0.0833333
"WV008","Confederate",NA,146,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Camp Allegheny Garrison",NA,NA,NA,NA,NA,NA,0.0833333
"WV008","US",NA,137,NA,NA,NA,NA,NA,NA,NA,54876.1,3.94571e+08,"Army of the Northwest",NA,NA,NA,NA,NA,NA,0.0833333
"WV009","Confederate",NA,16,NA,4,12,0,16,NA,12,81390.9,7.78166e+08,"Army of East Kentucky and Wharton’s Brigade, Department of Southwest Virginia",0.0833333,0.0833333,0.0833333,0.166667,NA,0.166667,0.25
"WV009","US",NA,113,NA,23,69,21,92,NA,90,NA,NA,"District of Kanawha",0.0833333,0.0833333,0.0833333,0.166667,NA,0.166667,0.25
"WV010","Confederate",NA,286,NA,39,247,0,286,NA,247,39579.8,3.88816e+08,"2nd Wing, Army of Northern Virginia",0.0833333,0.0833333,0.0833333,0.166667,NA,0.166667,0.25
"WV010","US",NA,12636,NA,44,173,12419,217,NA,12592,12000,33585,"Harpers Ferry Garrison (approx. 12,000 men)",0.0833333,0.0833333,0.0833333,0.166667,NA,0.166667,0.25
"WV012","Confederate",NA,275,NA,NA,NA,NA,NA,NA,NA,2231.39,533930,"1st Brigade, Army of Southwestern Virginia",NA,NA,NA,NA,NA,NA,0.0833333
"WV012","US",NA,140,NA,NA,NA,NA,NA,NA,NA,2310.07,502436,"1st Separate Brigade",NA,NA,NA,NA,NA,NA,5.58333
"WV013","Confederate",NA,500,NA,NA,NA,NA,NA,NA,NA,2026.91,355248,"Johnson's Cavalry Brigade",NA,NA,NA,NA,NA,NA,419.458
"WV013","US",NA,31,NA,NA,NA,NA,NA,NA,NA,4658.57,2.1578e+06,"Cavalry Division",NA,NA,NA,NA,NA,NA,0.0833333
"WV014","Confederate",NA,400,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Valley District",NA,NA,NA,NA,NA,NA,419.458
"WV014","US",NA,600,NA,NA,NA,NA,NA,NA,NA,54876.1,3.94571e+08,"Army of the Shenandoah",NA,NA,NA,NA,NA,NA,419.458
"WV015","Confederate",NA,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Valley District",NA,NA,NA,NA,NA,NA,419.458
"WV015","US",NA,100,NA,NA,NA,NA,NA,NA,NA,4658.57,2.1578e+06,"First Cavalry Division, Army of the Shenandoah",NA,NA,NA,NA,NA,NA,419.458
"WV016","Confederate",NA,291,NA,NA,NA,NA,NA,NA,NA,8145.19,7.68659e+06,"A.P. Hill’s Division, Army of Northern Virginia",NA,NA,NA,NA,NA,NA,0.0833333
"WV016","US",NA,363,NA,NA,NA,NA,NA,NA,NA,18461.6,4.11136e+07,"V Corps, Army of the Potomac",NA,NA,NA,NA,NA,NA,0.0833333
